Swiss German,German,Meaning,Factual similarity,Grammar differs?,Reasons?
Sit em 12. Johrhundert hai die in eigene Wohnhüser in dr Nochberschaft vo dr Bischofschille gwohnt.,Seit dem 12. Jahrhundert lebten sie in eigenen Wohnhäusern in Nachbarschaft zur Bischofskirche.,5,,TRUE,
Slayer isch im Johr 1981 vo dr bede Gitarriste Kerry King ond Jeff Hanneman gröndet wordä.,Slayer wurde im Jahre 1981 von den beiden Gitarristen Kerry King und Jeff Hanneman gegründet.,5,,TRUE,
"Speter sin no ne Sägmihli un d Ortschafte Indlekofe, Bürgele un Gurtwil derzuechuu.","Später kamen noch eine Sägemühle und die Ortschaften Indlekofen, Bürgeln und Gurtweil hinzu.",5,,FALSE,
"Spôter sin d Bhälter rund uusgfüürt worrè, sèllèwäg isch dè witterhy flache Boddè zuèsätzlich durch è Balchèkonschtruktion unterschtützt worrè.","Später wurden die Behälter rund ausgeführt, sodass nur noch der weiterhin flache Boden zusätzlich durch eine Balkenlage unterstützt werden musste.",5,,TRUE,different phrasing
Sy Metod wird syterhär as Wärchzyg fir di psichologisch Wärtig un Diagnos bruucht.,Seine Methode wird seitdem als Werkzeug für die psychologische Bewertung und Diagnose verwendet.,5,,FALSE,
Syt em Ädn vum Burgerchrieg braite sich im Side allmeh amerikanisch-evangelikali Gruppierigen uus.,Seit Ende des Bürgerkriegs breiten sich im Süden verstärkt amerikanisch-evangelikale Gruppierungen aus.,5,,FALSE,synonym used
Syt Juni 2015 vereffetligt Wikileaks Ghaimdokumänt un Date vu saudi-arabischer Botschafte.,Seit Juni 2015 veröffentlicht WikiLeaks Geheimdokumente und Daten saudi-arabischer Botschaften.,5,,FALSE,
Syter anne 1947 wird nume no ai Film mit em Hauptbryys gehrt.,Seit dem Jahr 1947 wird nur noch ein Film mit dem Hauptpreis geehrt.,5,,FALSE,
Syter anne 1990 isch si Dozänti fir Sprächerziehig un Theaterpedagogik an dr Freie Hochschuel fir anthroposophischi Pedagogik z Mannem.,"Seit 1990 ist sie Dozentin für Sprecherziehung und Theaterpädagogik an der ""Freien Hochschule für anthroposophische Pädagogik"" in Mannheim.",5,,FALSE,
Syter anne 2012 isch s „Narrepalais“ z Kääl Sitz vum Verband.,Seit 2012 ist das „Narrenpalais“ in Kehl Sitz des Verbands.,5,,FALSE,
Tunau litt am Rand vom Wysedal im Naturapark Südschwarzwald uff 580 bis 1163 Meter Höchi.,Tunau liegt am Rand des Wiesentals im Naturpark Südschwarzwald in 580 bis 1163 Meter Höhe.,5,,FALSE,
"Tüpisch für s Ämmedaal si die stattlige Buurehüüser mit riisige Walmdächer, wo uf de Site fast an Bode aabe chömme.",Typisch für das Emmental sind die stattlichen Bauernhäuser mit riesigen auf den Seiten bis fast an den Boden reichenden Walmdächern.,5,,FALSE,different phrasing
"Uff dé aagränzendè Schwizer Sitè lyt s Wangèdal, ebbèfalls è Naturschutzgebièt.","Auf der angrenzenden Schweizer Seite liegt das Wangental, ebenfalls ein Naturschutzgebiet.",5,,FALSE,
Uff èm Schloßbuck finded sich nò d Räschtè vo dè Burg Neuchrenkingè.,Auf dem Schloßbuck finden sich noch die Reste der Burg Neukrenkingen.,5,,FALSE,
Unter anderem het s schyns am Wasser gfählt.,Unter anderem scheint es an Wasser gefehlt zu haben.,5,,TRUE,different phrasing
"Unterschiede werded d' Hauptdialekt vu Munster, Connacht und Ulster, wo i zahlriiche, geographisch meist vonenand trennte Unterdialekt glidered werde chönd.","Unterschieden werden die Hauptdialekte von Munster, Connacht und Ulster, die in zahlreiche, geographisch meist voneinander getrennte Unterdialekte gegliedert werden können.",5,,FALSE,
Ursprünglig het s in däm Gebiet nume e historischs Geböid und Hotel gha.,Ursprünglich bestand in dem Gebiet «nur» ein geschichtsträchtiges Gebäude und Hotel.,5,,TRUE,synonym used
"Us em Draisamchrais un Dail vum bishäärige Kinzigchrais isch dr nei ""Ober-Rheinkreis"" mit em Sitz z Fryburg bildet woore.","Aus dem Dreisamkreis und Teilen des bisherigen Kinzigkreises wurde der neue ""Ober-Rheinkreis"" mit dem Sitz in Freiburg gebildet.",5,,TRUE,
Us em Zämespiil vu Experimänt un Simulazion wird an Lesige fir Froge zue Wärchstoff us fascht allne Induschtryberaich gschafft.,Aus dem Zusammenspiel von Experiment und Simulation werden Lösungen für werkstoffbezogene Fragen aus nahezu allen Industriebereichen erarbeitet.,5,,FALSE,
"Vo 1821 stammt d Bezeichnig Rodentia für d Ornig vo de Nager, wo die Hasenartige iigschlosse het.",Von 1821 stammt die Bezeichnung Rodentia für die Ordnung der Nagetiere einschließlich der Hasenartigen.,5,,FALSE,
Vo 1974 bis 1979 isch er ihre Herusgäber gsi.,1974 bis 1979 war er ihr Herausgeber.,5,,TRUE,
"Vo de zää grösste Ärdölförderer sin Saudi-Arabie, Iran, Kuwait, Venezuela und die Veräinigte Arabische Emirat in dr OPEC.","Fünf OPEC-Mitglieder (Saudi-Arabien, Iran, Kuwait, Venezuela, Vereinigte Arabische Emirate) gehören zu den zehn größten Erdölförderern der Welt.",5,,FALSE,different phrasing
"Vo dr Chillemuusig wird die allgemäini gäistligi Muusig underschiide, wo nit bestimmt isch, im Gottesdienst ufgfüert z wärde.","Von der Kirchenmusik unterschieden werden muss allgemeine geistliche Musik, die nicht zur Aufführung im Gottesdienst bestimmt ist.",5,,FALSE,different phrasing
Voantwortlichs Ysèbaainfraschtrukturunternämmè (EIU) isch witerhy d DB Netz AG.,Verantwortliches Eisenbahninfrastrukturunternehmen (EIU) ist weiterhin die DB Netz AG.,5,,FALSE,
"Vom 12. Joorhundert aa het mä mänggisch vor dr Ringmuure e so genannti ""Zwingmuure"" als Schutz baut.","Ab dem 12. Jahrhundert wurde der Ringmauer gelegentlich eine so genannte ""Zwingmauer"" als Schutz vorgelegt.",5,,TRUE,
Vor allem die asiatische Arte si in ihrer Abgrenzig nit unumstritte.,Vor allem die asiatischen Arten sind in ihrer Abgrenzung nicht unumstritten.,5,,FALSE,
Vor allem in dr Alpeländer isch Allerseele mit vile Volksbryych verbunde.,Allerseelen ist vor allem in den Alpenländern mit zahlreichen Volksbräuchen verbunden.,5,,FALSE,
Vor dr evangelische Chilche isch e Hebel-Dänkmol.,Vor der evangelischen Kirche befindet sich ein Hebel-Denkmal.,5,,FALSE,
"Vorbild isch d Operearie gsi, wo scho hundert Joor vorhäär ufcho isch.",Vorbild war die bereits hundert Jahre zuvor aufgekommene Opernarie.,5,,TRUE,
Vu 1886 bis 1888 ìsch’r Mìtglìed ìm Senàt vum Texàs gsìì.,Zwischen 1886 und 1888 gehörte er dem Senat von Texas an.,5,,TRUE,different phrasing
Vu denne sin rund 2.500 in de unterschiadliche Ländr fir d Wiiproduktion zueglasse.,Von diesen sind etwa 2.500 in den unterschiedlichen Ländern für die Weinproduktion zugelassen.,5,,FALSE,
"Vu dr Chinese sin si ""Tujue"" gnännt wore.","Von den Chinesen wurden sie als ""tujue"" bezeichnet.",5,,TRUE,
"Vyl Arte läbe parasitär, zem Byschpel as Parasite vu Fisch, Chräbsdierer, Insekte un andere.","Viele Arten leben parasitär, bsp. als Parasiten von Fischen, Krebstieren, Insekten und anderen.",5,,FALSE,
"Vyl vu dr Verginschtigunge, vor allem uf em Bananemäärt, sin 2006 uusglofe.","Viele der Vergünstigungen, vor allem auf dem Bananenmarkt, sind 2006 ausgelaufen.",5,,FALSE,
Vylmol het s in dr Plaschtide ne Pyrenoid din.,Häufig ist im Plastiden ein Pyrenoid vorhanden.,5,,FALSE,
Wäg Lagerigsschäde (s isch zämegrollt ufbhalte wore) het s vor e baar Johr mieße ufwändig reschtauriert wäre.,Aufgrund von Lagerungsschäden (es wurde zusammengerollt aufbewahrt) musste es vor wenigen Jahren aufwändig restauriert werden.,5,,TRUE,
"Wasserdier hingege git s mee: Walfisch, Seehünd, Seelöje und Seeotter.","Reich dagegen ist die Zahl der Wassertiere, wie Wale, Seehunde, Seelöwen und Seeotter.",5,,FALSE,different phrasing
"Wel d Beläschtigunge vu dr Juude anne 2005 zuegnuu hän, isch e Wachabdailig fir di persenlig oder Gruppebeglaitig abgstellt woore.","Da die Belästigungen der Juden im Jahr 2005 zunahmen, wurde eine Wachabteilung zur persönlichen oder Gruppenbegleitung abgestellt.",5,,TRUE,
Wiibligi Chinder und Jugendligi bezäichnet mä as «Mäitli».,"Weibliche Kinder und Jugendliche werden als ""Mädchen"" bezeichnet.",5,,TRUE,
"Wiso sich dr Karl schliesslig für e Wäg über Murte entschlosse het, weiss mä nit.","Weshalb sich Karl schliesslich für den Weg über Murten entschloss, ist ungeklärt.",5,,FALSE,different phrasing
"Wyteri Bsitzer sin d Herre ""von Geroldseck un d Grofe ""von Württemberg"" gsi.",Weitere Besitzer waren die Herren von Geroldseck und die Grafen von Württemberg.,5,,TRUE,
Z Brasilie git s 62 Nationalpark (Parques Nacionais).,In Brasilien gibt es 62 Nationalparks (Parques Nacionais).,5,,FALSE,
Z Dütschland het sich d Zaal vo de Hauptschuele vo 2008 bis 2018 uf 2'600 halbiert.,In Deutschland hat sich die Zahl der Hauptschulen von 2008 bis 2018 auf 2.600 halbiert.,5,,FALSE,
"Z Schlaatè hèn 10 Müllènè bschtandè, welli Gips voschaffèt hèn.","In Schleitheim bestanden 10 Mühlen, welche Gips verarbeiteten.",5,,TRUE,
Zämme mit Kornweschte bildet Ludisburg a Mittelzäntrum fir d Umlandgmeine.,Zusammen mit Kornwestheim bildet Ludwigsburg ein Mittelzentrum für die umliegenden Gemeinden.,5,,FALSE,
Zodäm gets onzellti Buurehöf öber di ganz Gmein verteilt.,Zudem gibt es unzählige Bauernhöfe über das ganze Gemeindegebiet verteilt.,5,,FALSE,synonym used
Zrugg us em Usland het dr Linné für churzi Ziit als Arzt z Stockholm gschafft.,Nach der Rückkehr aus dem Ausland arbeitete Linné für kurze Zeit als Arzt in Stockholm.,5,,TRUE,
"Zu jedem Zaalekörper ghöört e Zeta-Funkzioon, wo s analütische Verhalte von ere d Arithmetik vom Zaalekörper widerspieglet.","Zu jedem Zahlkörper gehört eine Zeta-Funktion, deren analytisches Verhalten die Arithmetik des Zahlkörpers widerspiegelt.",5,,FALSE,
"Zu sellerè Zit isch es technisch nõ nit möglich gsi, Feldeffèkttransischtòrè pragtisch z realisyrè.","Zu dieser Zeit war es technisch noch nicht möglich, Feldeffekttransistoren praktisch zu realisieren.",5,,TRUE,
Zue dr Wahl sin 34 Barteien aadrätte.,Zur Wahl traten insgesamt 34 Parteien an.,5,,TRUE,different phrasing
Zue sinem Ufgobegebiet zälle d'Vorbereitig vo dr Kreistagssitzige un sine Usschüss.,Zu seinem Aufgabengebiet zählen die Vorbereitung der Kreistagssitzungen sowie seiner Ausschüsse.,5,,FALSE,
Züedem sin zahlrichi neji Gwerbe- un Wohngbite erschlosse wore.,Zudem wurden zahlreiche neue Gewerbe- und Wohngebiete erschlossen.,5,,TRUE,
"Zuesätzlig isch em ufdrait wore, us em ANC uuszdrätte.","Zusätzlich wurde ihm aufgetragen, den ANC zu verlassen.",5,,TRUE,different phrasing
Zum 22. März 2015 ìsch dr Kànton ufglest wore.,Am 22. März 2015 wurde der Kanton aufgelöst.,5,,TRUE,
Zum Byschpill söll dè Uusbau vo dè Elzdalbaan 66 Millionè Euro statt dè aagsetztè 19 Millionè Euro koschtè.,Beispielsweise sollte der Ausbau der Elztalbahn 66 Millionen Euro statt der zuvor angesetzten 19 Millionen Euro kosten.,5,,FALSE,different phrasing
"Zur Gmaind Glaris Süd ghört s Grosstal, das isch s hinderi Linthtal, und s Chliital, das isch s ganzi Sernftal.","Die Gemeinde Glarus Süd umfasst das hintere Linthtal, auch Grosstal genannt, sowie das gesamte Sernftal, auch Kleintal genannt.",5,,FALSE,different phrasing
"Zwar wird d Prosa nit dur festi Reegle vo dr Teggstkomposizion bestimmt, si cha sich aber strukturell verdichte.","Obwohl die Prosa nicht zwingend durch feste Regeln der Textkomposition bestimmt ist, kann sie sich jedoch durchaus strukturell verdichten.",5,,TRUE,different phrasing
"Zwischen 1643 und 1648 het er ere zwäite Serii über die ""siibe Sakramänt"" für e Chanteloup gschafft.","Zwischen 1643 und 1648 malte er eine zweite Serie über die ""Sieben Sakramente"" für Chantelou.",5,,TRUE,different phrasing
1349 ésch nooch de Pescht züe Pogrome àn de jidisch Bewohn'r vun d' Stàdt kumme.,1349 kam es zu dem Judenpogrom in Straßburg bei dem etwa 2000 Juden getötet wurden.,idk,,FALSE,idk Pescht
1855 isch s witere Zömmèkeiè un d Nutzig als Steibruch unterbundè worrè.,1855 wurden der weitere Verfall und die Nutzung als Steinbruch unterbunden.,idk,,FALSE,idk if Zömmekeie = Verfall
Bis 265 v. d. Z. het Rom s südlige Etrurie bitzliwiis erooberet.,Bis 265 v. Chr. wurde das südliche Etrurien Zug um Zug von Rom erobert.,idk,,FALSE,idk if bitzliwiis = Zug um Zug
Da segi de Mensche vom 18. Johrhondert no bewusst gsi.,Sie waren im 18. Jahrhundert populär und sehr verbreitet.,idk,,FALSE,
"Daift worre isch dr Mond uf dr Namme vu dr Iokaste, dr Mueder vum Oidipos us dr grichische Mythologi.","Benannt wurde der Mond nach Iokaste, der Mutter des Ödipus aus der griechischen Mythologie.",idk,,FALSE,idk daift
De Ußschlag vo de Entwicklig für d Stadt hät aber d Yrichtig von re Ysebahnstrecki ge.,Mit dem Wachstum der Stadt wuchs auch die Narrenzunft.,idk,,FALSE,
"Des heisst fir s Bispil obe, dass 4 Teschtfäll bildet werre mien.","Das heißt für das obige Beispiel, dass 4 Testfälle gebildet werden.",idk,,FALSE,idk mien
Dr Bànn ìsch Deil vum Regionàle Nàtürpàrk Nordvogese un vum Biosphärereservàt Pfälzerwàld-Nordvogese.,Das Gemeindegebiet von Liederschiedt ist Teil des Regionalen Naturparks Nordvogesen und des Biosphärenreservates Pfälzerwald-Nordvogesen.,idk,,FALSE,idk if Bann = Gemeindegebiet
Dr Bryys wird vun ere unabhängige Jury us vierzeh professionälle Schurnalischte.,Das Entscheidungsgremium ist eine unabhängige Jury aus 14 professionellen Journalisten.,idk,,FALSE,
Dr Dante het sich au sterker im politische Läbe vo dr Gmeind afo deilnäh.,Dantes Leben war durch die seinerzeit aktuellen politischen Auseinandersetzungen gekennzeichnet.,idk,,FALSE,idk afo deilnäh
Dr Schuldes ischt dr Paul Schmid.,Im September 2010 wurde Paul Schmid für eine vierte Amtszeit wiedergewählt.,idk,,FALSE,idk Schuldes
Er het 1911 töörffe d Bilder a dr Basler Rothuusfassaade hälfe reschtauriere.,1911 restaurierte er zusammen mit Burkhard Mangold die Fassadenmalereien von Wilhelm Balmer am Basler Rathaus.,idk,,FALSE,idk töörffe
"Es het drin fasch hundert is Romaanischen übertreiti bibleschi Psalme, und derzue ane gäischtlechi Lieder, d ""Chiantzuns Spirituals"".","1562 gab Campell seine Psalmenübersetzungen ""Ün Cudesch da Psalms"" und die geistlichen Lieder ""Chiantzuns Spirituals"" heraus.",idk,,FALSE,
"Für dass me s Riiseriich het chönne regiere, si Königsbote, d ""missi dominici"", iigsetzt worde.","Einer effektiveren Herrschaftsdurchdringung sollten die sogenannten Königsboten ""(missi dominici)"" dienen.",idk,,FALSE,
"Im Gägesatz zum Telemark, wo mer mit eim lange Schtock gfahre isch, kännt mer sythär e ""Zweischtocktechnik"".","Zu unterscheiden waren damals ""Telemark-"" und ""Kristiania-Schwung"".",idk,,FALSE,"idk if Zweistocktechnik = 
Kristiania-Schwung"
In dere Dabälle stöön die erste in de verschidnige Klassemänt am Ändi vo de Etappe.,Besonders war die erste Etappe auch durch einen ungewöhnlichen Vorfall im Zielbereich.,idk,,FALSE,
In e Hufe Fäll chönne Potänzmiddel d Bschwärde verchliinere.,In vielen Fällen können potenzsteigernde Medikamente die Beschwerden lindern.,idk,,FALSE,idk if verchliinere = lindern
"Jetzt hät mer e Chronologii ghaa, wo au ihre Name verdient, mit eme logisch zwingende Jahr Null.",Die astronomische Zeitrechnung besitzt dieses Jahr null.,idk,,FALSE,
Mit dr Entwicklig vo dr Satellitenavigation hät es weltwiit einheitlichs Syschtem müesse gschaffe werde (lueg bi WGS84).,"Mit der Entwicklung der Satellitennavigation musste ein weltweit einheitliches System geschaffen werden, das jetzige WGS84.",idk,,FALSE,idk lueg
Politisch sind si eender links-liberal und eklektisch.,Sie sind zumindest von ihrem Habitus her eher dem linken Teil des politischen Spektrums zugehörig.,idk,,FALSE,idk eender
S erscht Mal hät mer aber scho im 17. Jaarhundert Fexerplatte proche.,Der Abbau begann im 17. Jahrhundert.,idk,,FALSE,idk Fexerplatte proche
"S Grossbaasel het scho im 12. Joorhundert Gwärbkanääl baut, dr Dalbedych und dr Rümelibach.","Vor dem Kleinbasler Riehenteich standen bereits die Grossbasler, im 12. Jahrhundert erstellten Gewerbekanäle St. Alban-Teich und Rümelinbach in Betrieb.",idk,,FALSE,
Tatsàchlich sìn d’Bàrge ned de Benuzigsberich vo de Velomobile.,Im Prinzip können alle Velomobile zusätzlich mit einem Elektromotor ausgestattet werden.,idk,,FALSE,idk Barge
Vo Appezöll faht s Zögli vo de Appezölle Bahne a Wissbad ond Schwendi vebii bes i d Wasseaue hönderi.,Schwende ist eine Streusiedlung und ein ehemaliger Bezirk im Kanton Appenzell Innerrhoden.,idk,,FALSE,
"Wie bi Stadler-Fahrzüg üblich nimmt d Sitzaordnig uf d Fensterteilig Rücksicht, fer de Fahrgäscht en unghinderte Usblick ds ermögliche.","Wie bei Stadler-Fahrzeugen üblich nimmt die Sitzanordnung auf die Fensterteilung Rücksicht, um den Fahrgästen einen ungehinderten Ausblicken zu ermöglichen.",idk,,FALSE,idk if fer = um
Zue syne Schueler*ne het d Philosophi Paola-Ludovika Coriando.,Zu seinen Schülern zählte die Philosophin Paola-Ludovika Coriando.,idk,,TRUE,idk if het = zählte
" rum. ua. ‚Häiligi Maria‘, span."," rum. u. a. ‚Heilige Maria‘, span.",incomplete,,FALSE,both are incomplete
" wo dr Lek zum Hauptstrom worde isch, hän dr Kromme Rijn und dr Oude Rijn dr eigentlig Flusslauf bildet.",Sie ist am Zusammenfluss mit dem Rhein der größere Fluss und gehört damit zur Hauptabflusslinie des Flusssystems.,incomplete,,FALSE,
"(1546—1595) e Gsetz erloo het, ass sämtligi Juude im Riich sölle umbrocht wärde.",Ein Teil der jüdischen Bevölkerung war durch die Teilungen zu Bürgern des Habsburgerreichs bzw. Preußens geworden.,incomplete,,FALSE,
"→ ""Hauptartikel: Kader vo der dütsche Fuessball-Bundesliga 2020/21"".",Die Bundesliga 2020/21 war die 58. Spielzeit der höchsten deutschen Spielklasse im Fußball der Männer.,incomplete,,FALSE,
"1744 s Schloss bruucht, wu d Kageneck in d Schwyz gflichtet sin.","1744 das Schloss, nachdem die Kagenecks in die Schweiz geflohen waren.",incomplete,,FALSE,both are incomplete
1798 isch si Soon und Noochfolger dr Karl Emanuel IV.,Sein Sohn und Nachfolger Karl Emanuel IV.,incomplete,,FALSE,German is incomplete
1893 im Alter vu 53 Joohr z' St. Petersburg gstorbe.,Tschaikowski starb überraschend am im Alter von 53 Jahren in St. Petersburg.,incomplete,,FALSE,
"1930 isch d ""Landesstell fir thüringischi Mundartforschig"" bildet wore (Leitig: Herman Hucke), wu an d Universitet Jena aaglideret woren isch.","1930 Bildung der Landesstelle für thüringische Mundartforschung (Leitung: Herman Hucke), Angliederung an die Universität Jena.",incomplete,,FALSE,German is incomplete
2008 het mä in sinere Häimetstadt Indianola s B. B. King Museum and Delta Interpretive Center eröffnet.,"King Museum and Delta Interpretive Center eröffnet, dessen Ausstellung die Karriereschritte B. B.",incomplete,,FALSE,German is incomplete
795 isch dr Leo III. zum Papst gwehlt worde.,Seit 795 war Leo III.,incomplete,,FALSE,German is incomplete
"An dr Kischte wäre bis  , im Landesinnere bis gmässe.","An der Küste werden bis  , im Landesinneren bis gemessen.",incomplete,,FALSE,both are incomplete
Anne 1890 hän Mainigsverschidehaite mit em Wilhelm II.,1890 führten Meinungsverschiedenheiten mit dem seit knapp zwei Jahren amtierenden Kaiser Wilhelm II. zu Bismarcks Entlassung.,incomplete,,FALSE,
"Apples (frankoprovenzalisch ) isch e bolitischi Gmai im Bezirk Morges im Kanton Waadt, Schwyz.",Apples ist ein Ort in der politischen Gemeinde Hautemorges im Bezirk Morges des Kantons Waadt in der Schweiz.,incomplete,,FALSE,
As schtationäre Parasit isch der Rattefloh eigentlig äng an si Wirtsdier bunde.,Wilde Nagetierpopulationen als Rückzugsgebiet des Pestbakteriums.,incomplete,,FALSE,German is incomplete
Au die hochi Läbensqualität isch für d Ywohner vo de Stadt e Vordeil.,Einwohner der Stadt nachträglich vom Oberbürgermeister begrüßt.,incomplete,,FALSE,German is incomplete
Beidi Gruppe bezeichnet mer aber als Migrante.,Zu dieser Gruppe gehören in Deutschland.,incomplete,,FALSE,German is incomplete
"Champtauroz (frankoprovenzalisch ) isch e bolitischi Gmai im Bezirk Broye-Vully im Kanton Waadt, Schwyz.",Champtauroz ist eine politische Gemeinde im Distrikt Broye-Vully des Kantons Waadt in der Schweiz.,incomplete,,FALSE,
"D Arbetslosigkeit isch im Jahr 2011 bi 1,5 % gläge.","Piraten 1 %, Weitere 4,4 %.",incomplete,,FALSE,German is incomplete
D Bresidäntschaft vum Uhuru Kenyatta (syt 2013).,"Am 9. März wurde Uhuru Kenyatta, ältester Sohn von Kenias erstem Präsidenten Jomo Kenyatta, von der Wahlkommission zum Sieger erklärt.",incomplete,,FALSE,
D Fusioon zum Universidääts-Chinderspiddaal vo bäide Basel.,Fusion zum Universitäts-Kinderspital beider Basel.,incomplete,,FALSE,both are incomplete
D Gmein bstoht us dr beide Ortsteil Fäubrunne (454 m ü.,Der nächste Anschluss an die Autobahn A5 (Solothurn-Biel) befindet sich rund 4 km vom Ortskern entfernt.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie gehört zum Arrondissement Metz.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie gehört zum Arrondissement Sarrebourg-Château-Salins.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie gehört zum Arrondissement Sélestat-Erstein und zum Kanton Mutzig.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie gehört zum Arrondissement Mulhouse und ist Mitglied des Gemeindeverbandes Saint-Louis Agglomération.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Örmingen gehörte zur Abtei Herbitzheim.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,"Sie gehört zum Arrondissement Thann-Guebwiller, zum Kanton Masevaux und zum Gemeindeverband Vallée de la Doller et Soultzbach.",incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie gehört zum Arrondissement Thionville.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie liegt im Kanton Saverne.,incomplete,,FALSE,
D Gmein ghert zem un zem Arrondissement .,Sie gehört zum Arrondissement Thann-Guebwiller und zum Kanton Ensisheim.,incomplete,,FALSE,
D Krim isch en autonomi Republik vo de Ukraine blibe.,April 1996 Ukrainisches Gesetz über die Autonomie der Krim.,incomplete,,FALSE,German is incomplete
"D Nochbergmaine sin Plonévez-Porzay, Cast un Plomodiern.","Ploéven (bretonisch """") ist eine französische Gemeinde im Département Finistère mit Einwohnern (Stand ).",incomplete,,FALSE,German is incomplete
"d Sproch, d Verschriftung un d Versione.",Weitere Auflagen folgten 1816 und 1827.,incomplete,,FALSE,
D Stadt hot Eiwohner (Stand: ).,Martin Numberger (CDU) wurde am 30. Juni 2019 zum neuen Bürgermeister der Stadt gewählt.,incomplete,,FALSE,
D Stàdt ìsch Hàuiptort vum Kanton Saint-Avold ìm Arrondissement .,Sie liegt im Arrondissement Forbach-Boulay-Moselle und ist Hauptort (chef-lieu) des Kantons Saint-Avold.,incomplete,,FALSE,
D'Gsäng si hüüfiger Growls oder Screams aus die üebleche Metalcore-Shouts.,"Metalcore ist ein Musikgenre, das vorwiegend auf Elemente aus Extreme Metal und Hardcore Punk zurückgreift.",incomplete,,FALSE,
Debrecen (ungarischi Ussproch: ) isch di zweitgröschti Stadt vo Ungarn.,Debrecen ist ein touristisches Zentrum im Osten Ungarns.,incomplete,,FALSE,
"Deilwys, bsunders i dè (quasi „hǜperexpressivistisch“ notyrtè) Musig von è Huufè Spòtromantiker (wiè z. B.","Teilweise, besonders in der (quasi „hyperexpressivistisch“ notierten) Musik vieler Spätromantiker (wie z. B.",incomplete,,FALSE,both are incomplete
Di holländischi Saag vo der Waal.,Die Sage von der Waal.,incomplete,,FALSE,both are incomplete
Die barocki Süüle isch im Joor 1644 vom Chönig Władysław IV.,Die barocke Säule wurde im Jahr 1644 von König Władysław IV.,incomplete,,FALSE,both are incomplete
"Diè Blüètè vom Maièryslè isch zwittrig, d. h. si enthaaltet Staub- un Fruchtblättēr i èrè Blüètè.","Die Blüte des Maiglöckchens ist zwittrig, d. h.",incomplete,,FALSE,German is incomplete
Die iranische Aahänger vom Gott Ahura Mazda bezäichne sich as Zoroastrier.,"Die persischen Anhänger des Gottes Ahura Mazda bezeichnen sich gemeinhin als ""Zoroastrier"" ( oder auch ).",incomplete,,FALSE,German is incomplete
Dombresson (frankoprovenzalisch ) isch e Dorf im Kanton Nöueburg.,"Dombresson liegt auf , neun Kilometer nordnordöstlich der Kantonshauptstadt Neuenburg (Luftlinie).",incomplete,,FALSE,German is incomplete
Doppelschiibe vom Abt Thomas Wunn z Salem.,"Der damalige Abt des Klosters Wettingen, Peter Schmid, hatte sich dafür eingesetzt, dass das Kloster solche Scheiben geschenkt bekam.",incomplete,,FALSE,
Dr Burgermaischter vu Déifferdeng isch dr Claude Meisch (DP).,"Differdingen (, örtlich ""Déifferdang"", ) ist eine Stadt sowie eine Gemeinde im Großherzogtum Luxemburg.",incomplete,,FALSE,German is incomplete
Dr Burgermaischter vu Gollion isch dr Pierre-André Pernoud (Stand Merz 2014).,"Gollion liegt auf , 8 km nördlich der Bezirkshauptstadt Morges (Luftlinie).",incomplete,,FALSE,German is incomplete
Dr Burgermaischteri vu Lanester isch .,"Lanester, bretonisch: ""Lannarstêr"", ist eine französische Gemeinde mit Einwohnern (Stand ) im Département Morbihan in der Region Bretagne.",incomplete,,FALSE,
Dr Chrieg an dr Maginot-Linie.,Verlauf des Krieges an der Maginot-Linie.,incomplete,,FALSE,both are incomplete
Dr Filbinger as Soldat un Marinerichter.,Nach seiner Entlassung aus der Kriegsgefangenschaft war Filbinger zunächst als Rechtsanwalt in Freiburg tätig.,incomplete,,FALSE,
Dr Kampf zwische Bärn und Baselland.,Zudem war Bern mit Biel und den südjurassischen Tälern verburgrechtet.,incomplete,,FALSE,
Dr Korab-Wasserfall isch 139 Meter hölch; es isch dr högscht Wasserfall vo Südoschtöiropa.,"Der höchste Gipfel ist der Golem Korab (alb. ""Maja e Korabit"") mit , der zugleich Albaniens höchster Berg ist.",incomplete,,FALSE,German is incomplete
Dr traditionäll Dialäkt vu Guerlesquin ghert zem Bretonisch.,"Guerlesquin (bretonisch ""Gwerliskin"") ist eine französische Gemeinde mit Einwohnern (Stand ) in der Region Bretagne im Département Finistère.",incomplete,,FALSE,German is incomplete
Dr traditionäll Dialäkt vu Guiclan ghert zem Bretonisch.,"Guiclan (bretonisch ""Gwiglann"") ist eine französische Gemeinde mit Einwohnern (Stand ) in der Region Bretagne im Département Finistère.",incomplete,,FALSE,German is incomplete
Dr traditionäll Dialäkt vu Pouldergat ghert zem Bretonisch.,Pouldergat (bretonisch ) ist eine französische Gemeinde im Département Finistère in der Bretagne mit Einwohnern (Stand ).,incomplete,,FALSE,German is incomplete
